Name,iso,counter,year,id,PPG stock,PPG Bi,PPG bonds,PPG multi,PPG Off,PPG Prv,Multilateral ($ million),Bilateral ($ million),Bonds ($ million),Other private ($ million),INT ($ million),AMT ($ million),PPG stock ($ million)
Lao PDR,LAO,World,2011,LAO2011,4256917683.60,2089420136.70,0.00,2063006976.00,4152427112.70,104490570.90,2063.01,2089.42,0.00,104.49,51.08,107.93,4256.92
Lao PDR,LAO,World,2012,LAO2012,4520746743.90,2474466313.70,0.00,1952793279.10,4427259592.80,93487151.10,1952.79,2474.47,0.00,93.49,57.19,100.63,4520.75
Lao PDR,LAO,World,2013,LAO2013,5123783294.90,3066887214.80,143356000.00,1835771002.30,4902658217.10,221125077.80,1835.77,3066.89,143.36,77.77,74.69,106.69,5123.78
Lao PDR,LAO,World,2014,LAO2014,5601161203.00,3563026448.10,300260000.00,1659427913.40,5222454361.50,378706841.50,1659.43,3563.03,300.26,78.45,93.61,128.83,5601.16
Lao PDR,LAO,World,2015,LAO2015,6689494598.10,4157236857.00,838419000.00,1545558598.80,5702795455.80,986699142.30,1545.56,4157.24,838.42,148.28,103.73,145.30,6689.49
Lao PDR,LAO,World,2016,LAO2016,7312524475.60,4571587843.90,1081626305.10,1478285350.80,6049873194.70,1262651280.90,1478.29,4571.59,1081.63,181.02,138.29,236.00,7312.52
Lao PDR,LAO,World,2017,LAO2017,8418684399.30,5096837945.20,1484297812.80,1599525328.30,6696363273.50,1722321125.80,1599.53,5096.84,1484.30,238.02,176.45,297.93,8418.68
Lao PDR,LAO,World,2018,LAO2018,9470673729.90,6006878778.70,1596217589.30,1576842549.50,7583721328.20,1886952401.70,1576.84,6006.88,1596.22,290.73,222.01,417.49,9470.67
Lao PDR,LAO,World,2019,LAO2019,10199136764.00,6375048510.40,1605614041.10,1707147294.20,8082195804.60,2116940959.40,1707.15,6375.05,1605.61,511.33,267.64,503.64,10199.14
Lao PDR,LAO,World,2020,LAO2020,10659765917.20,6701416442.70,1367784847.90,1823185677.40,8524602120.10,2135163797.10,1823.19,6701.42,1367.78,767.38,200.79,438.91,10659.77
Lao PDR,LAO,World,2021,LAO2021,10271374423.40,6776549956.80,981477195.10,1808736473.20,8585286430.00,1686087993.40,1808.74,6776.55,981.48,704.61,125.24,539.46,10271.37
Lao PDR,LAO,World,2022,LAO2022,..,..,0.00,..,..,..,1773.29,6727.93,1076.10,553.35,115.26,305.80,10130.66
Lao PDR,LAO,World,2023,LAO2023,..,..,0.00,..,..,..,0.00,0.00,0.00,0.00,331.01,1283.42,0.00
Lao PDR,LAO,World,2024,LAO2024,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,World,2025,LAO2025,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,World,2026,LAO2026,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,World,2027,LAO2027,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,World,2028,LAO2028,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,World,2029,LAO2029,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,World,2000,LAC2000,360477111972.00,42805825986.50,200249053474.40,86653898267.90,129459724254.40,231017387717.60,85972.98,42416.67,200221.90,30755.20,27706.38,40143.11,359366.75
Latin America & Caribbean (excluding high income),LAC,World,2001,LAC2001,370916520950.80,36966999727.40,200118069456.40,91187916841.90,128154916569.30,242761604381.50,90511.98,36616.19,200091.02,42623.26,22145.19,39237.61,369842.45
Latin America & Caribbean (excluding high income),LAC,World,2002,LAC2002,387042636693.70,39619544334.20,209718574181.40,94696089064.70,134315633398.90,252727003294.80,93985.61,39261.79,209690.86,42988.01,19460.67,38873.73,385926.27
Latin America & Caribbean (excluding high income),LAC,World,2003,LAC2003,410793973222.10,39633738601.60,231470726389.20,99096982853.20,138730721454.80,272063251767.30,98310.36,39288.02,231442.17,40572.02,19704.33,43310.84,409612.57
Latin America & Caribbean (excluding high income),LAC,World,2004,LAC2004,420702765194.10,36460471875.60,245433060938.30,98753906939.80,135214378815.40,285488386378.70,97903.04,36220.04,245432.82,40043.03,20197.92,40924.60,419598.94
Latin America & Caribbean (excluding high income),LAC,World,2005,LAC2005,371803355177.50,28924679335.60,209093167358.30,96482932425.40,125407611761.00,246395743416.50,95632.93,28774.25,209092.93,37298.77,21446.21,38252.76,370798.88
Latin America & Caribbean (excluding high income),LAC,World,2006,LAC2006,355918340116.70,25777233020.80,204303017676.10,88973741206.00,114750974226.80,241167365889.90,88253.02,25614.08,204302.98,36860.48,21536.66,67892.94,355030.55
Latin America & Caribbean (excluding high income),LAC,World,2007,LAC2007,373077601955.80,23473609308.20,219222337730.00,88921246380.20,112394855688.40,260682746267.40,88557.15,23291.42,219222.30,41456.53,22989.41,44603.11,372527.38
Latin America & Caribbean (excluding high income),LAC,World,2008,LAC2008,382860742877.30,27010657258.60,221631093741.10,94370843012.10,121381500270.70,261479242606.60,93994.51,26759.22,221631.06,39831.73,21868.16,44039.53,382216.52
Latin America & Caribbean (excluding high income),LAC,World,2009,LAC2009,388859661165.30,31515534521.20,213757146682.40,106350690560.70,137866225081.90,250993436083.40,105900.15,31231.42,213757.11,37219.83,19219.01,39333.11,388108.51
Latin America & Caribbean (excluding high income),LAC,World,2010,LAC2010,426521316624.40,36609917929.90,227278535922.20,121856287692.40,158466205622.30,268055111002.10,121349.16,36273.81,227278.50,40760.21,19272.42,39106.74,425661.68
Latin America & Caribbean (excluding high income),LAC,World,2011,LAC2011,453420142215.30,38927416582.00,251037106140.80,121624835067.40,160552251649.40,292867890565.90,121065.12,38471.91,251037.07,41814.43,20847.91,41924.95,452388.53
Latin America & Caribbean (excluding high income),LAC,World,2012,LAC2012,515999088146.30,41939848556.60,289748514135.30,128468497480.50,170408346037.10,345590742109.20,127851.32,41377.33,289748.48,55825.87,42243.01,27640.43,514803.00
Latin America & Caribbean (excluding high income),LAC,World,2013,LAC2013,575257387094.90,44786705044.80,311611494813.60,132913849777.70,177700554822.50,397556832272.40,132600.22,44367.35,311611.47,85938.97,25144.19,41926.38,574518.00
Latin America & Caribbean (excluding high income),LAC,World,2014,LAC2014,666032185021.60,47652909065.70,353905286312.80,138552557820.10,186205466885.80,479826718135.80,138278.55,47239.51,353905.25,125915.08,28329.26,31798.92,665338.40
Latin America & Caribbean (excluding high income),LAC,World,2015,LAC2015,691382079990.30,43444320743.90,368591214648.90,145220274716.60,188664595460.50,502717484529.80,145019.14,43411.17,368591.18,134150.09,33936.88,51289.79,691171.59
Latin America & Caribbean (excluding high income),LAC,World,2016,LAC2016,751528450330.00,42853853803.10,424029551244.40,150615961703.00,193469815506.10,558058634823.90,150550.86,42791.24,424579.53,134101.07,39154.56,62728.88,752022.70
Latin America & Caribbean (excluding high income),LAC,World,2017,LAC2017,813505707474.40,49417038331.20,477634054099.00,153651274579.60,203068312910.80,610437394563.60,153560.72,49412.77,478184.03,132931.31,47875.92,75907.33,814088.82
Latin America & Caribbean (excluding high income),LAC,World,2018,LAC2018,847946096648.40,46799233041.40,497521362889.50,162209706836.30,209008939877.70,638937156770.70,162039.41,46854.53,499571.34,140049.87,43598.53,74580.37,848515.15
Latin America & Caribbean (excluding high income),LAC,World,2019,LAC2019,856641824891.70,40672137267.30,504055495723.70,168405407815.90,209077545083.20,647564279808.50,168224.16,40813.97,506230.47,142157.36,49559.16,90903.03,857425.96
Latin America & Caribbean (excluding high income),LAC,World,2020,LAC2020,889106559331.30,40993789246.90,528891647770.60,183824312379.90,224818101626.80,664288457704.50,183658.36,41173.17,531212.05,134075.08,36943.50,72110.48,890118.65
Latin America & Caribbean (excluding high income),LAC,World,2021,LAC2021,901058958389.50,39116436464.40,525262632684.20,194405578966.70,233522015431.10,667536942958.40,195188.99,39767.06,527857.44,133541.78,37325.46,77554.70,896355.28
Latin America & Caribbean (excluding high income),LAC,World,2022,LAC2022,..,..,0.00,..,..,..,208104.37,38193.22,522264.71,132999.64,33712.26,57070.74,901561.95
Latin America & Caribbean (excluding high income),LAC,World,2023,LAC2023,..,..,0.00,..,..,..,0.00,0.00,0.00,0.00,42134.42,72587.28,0.00
Latin America & Caribbean (excluding high income),LAC,World,2024,LAC2024,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,World,2025,LAC2025,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,World,2026,LAC2026,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,World,2027,LAC2027,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,World,2028,LAC2028,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,World,2029,LAC2029,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Least developed countries: UN classification,LDC,World,2000,LDC2000,116852838417.20,50931457882.10,7113428.00,55937439869.60,106868897751.70,9983940665.50,55937.92,50866.64,7.11,9976.83,982.83,3315.42,116788.50
Least developed countries: UN classification,LDC,World,2001,LDC2001,112079080506.10,45466360991.30,6940452.80,56487837994.50,101954198985.80,10124881520.30,56488.30,45404.97,6.94,10117.94,851.10,3741.86,112018.16
Least developed countries: UN classification,LDC,World,2002,LDC2002,122775156153.70,48240805365.10,5712506.60,64265491165.20,112506296530.30,10268859623.40,64266.00,48147.20,5.71,10263.15,1041.19,2967.16,122682.05
Least developed countries: UN classification,LDC,World,2003,LDC2003,132972275929.90,49189311312.20,1530756.00,73285190030.00,122474501342.20,10497774587.70,73286.49,49080.77,1.53,10496.24,1166.99,3183.71,132865.03
Least developed countries: UN classification,LDC,World,2004,LDC2004,136891332851.50,46536083702.50,841607.10,80087929320.70,126624013023.20,10267319828.30,80095.81,46458.65,0.84,10228.54,1170.39,3670.02,136783.83
Least developed countries: UN classification,LDC,World,2005,LDC2005,131198618049.20,41669307894.60,728906.70,78016071532.40,119685379427.00,11513238622.20,78027.18,41599.65,0.73,11479.65,1248.66,4378.73,131107.22
Least developed countries: UN classification,LDC,World,2006,LDC2006,105944332018.30,41158175845.40,0.00,54985001758.90,96143177604.30,9801154414.00,55036.28,41084.05,0.00,9764.47,1813.34,5600.76,105884.81
Least developed countries: UN classification,LDC,World,2007,LDC2007,115775978798.50,42850316049.10,0.00,61659888170.10,104510204219.20,11265774579.30,61736.38,42772.48,0.00,11244.39,2112.92,6309.33,115753.25
Least developed countries: UN classification,LDC,World,2008,LDC2008,125711684932.50,46106905566.20,0.00,65620109111.80,111727014678.00,13984670254.50,65684.25,46056.59,0.00,13986.69,1708.64,3570.13,125727.53
Least developed countries: UN classification,LDC,World,2009,LDC2009,133088720954.70,48739334884.50,200000000.00,69033609527.90,117772944412.40,15315776542.30,69085.52,48651.59,200.00,15127.65,1595.55,5772.59,133064.77
Least developed countries: UN classification,LDC,World,2010,LDC2010,134234091973.20,45745428405.90,200000000.00,70950140785.50,116695569191.40,17538522781.80,71014.08,44540.74,200.00,17354.34,1277.32,4967.82,133109.15
Least developed countries: UN classification,LDC,World,2011,LDC2011,145219786782.60,49705233588.40,500000000.00,72743602379.10,122448835967.50,22770950815.10,72838.53,48302.09,500.00,22286.19,1493.30,5982.10,143926.81
Least developed countries: UN classification,LDC,World,2012,LDC2012,159521141848.90,55216358021.60,3107686217.00,75890159600.20,131106517621.80,28414624227.10,76001.70,53799.24,2107.69,25450.88,2306.84,7855.46,157359.50
Least developed countries: UN classification,LDC,World,2013,LDC2013,179479529636.00,60618791977.90,4587522946.40,81478157631.90,142096949609.80,37382580026.20,81603.87,59255.19,2737.52,33920.29,3351.36,9880.70,177516.88
Least developed countries: UN classification,LDC,World,2014,LDC2014,200015387183.80,67201416953.70,7366628001.00,83470409985.10,150671826938.80,49343560245.00,83613.01,65834.96,5516.63,43132.43,3402.73,11046.60,198097.03
Least developed countries: UN classification,LDC,World,2015,LDC2015,211153068342.80,73200904047.50,10594414907.00,85395850162.00,158596754209.50,52556314133.30,85552.02,72036.26,8744.41,43147.06,3845.69,10098.67,209479.76
Least developed countries: UN classification,LDC,World,2016,LDC2016,229244833534.40,78843117352.70,10766814706.10,90095944979.20,168939062331.90,60305771202.50,90237.94,77528.53,9766.81,50121.98,5077.31,12353.86,227655.26
Least developed countries: UN classification,LDC,World,2017,LDC2017,255257687384.70,86107335077.80,12475612585.80,103283480926.90,189390816004.70,65866871380.00,103431.32,84855.93,11475.61,54179.70,4539.84,12545.87,253942.57
Least developed countries: UN classification,LDC,World,2018,LDC2018,278114712470.40,94691771330.60,18403020039.30,108717954245.10,203409725575.70,74704986894.70,108868.79,93694.79,17403.02,57182.70,5970.08,14143.74,277149.30
Least developed countries: UN classification,LDC,World,2019,LDC2019,295623323138.20,99275364077.00,21126291606.90,119839974374.80,219115338451.80,76507984686.40,120021.93,99224.92,21299.77,56953.50,7369.06,16066.71,297500.12
Least developed countries: UN classification,LDC,World,2020,LDC2020,325473326501.10,110790726522.80,21289832778.90,136644616979.20,247435343502.00,78037982999.10,137656.13,110390.28,21463.31,58359.81,6430.01,12951.40,327869.52
Least developed countries: UN classification,LDC,World,2021,LDC2021,336861162605.30,116734531217.60,22612506795.10,142101317184.80,258835848402.40,78025314202.90,142880.03,113550.04,22785.98,59168.62,6542.90,19569.35,338384.67
Least developed countries: UN classification,LDC,World,2022,LDC2022,..,..,0.00,..,..,..,148839.05,114000.29,23348.22,57445.30,6624.97,18089.66,343632.85
Least developed countries: UN classification,LDC,World,2023,LDC2023,..,..,0.00,..,..,..,0.00,0.00,0.00,0.00,10941.98,27239.27,0.00
Least developed countries: UN classification,LDC,World,2024,LDC2024,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Least developed countries: UN classification,LDC,World,2025,LDC2025,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Least developed countries: UN classification,LDC,World,2026,LDC2026,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Least developed countries: UN classification,LDC,World,2027,LDC2027,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Least developed countries: UN classification,LDC,World,2028,LDC2028,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Least developed countries: UN classification,LDC,World,2029,LDC2029,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,World,2000,LBN2000,6969321294.10,399891562.20,4859864245.30,891942398.80,1291833961.00,5677487333.10,891.94,399.89,5259.86,417.62,417.89,833.84,6969.32
Lebanon,LBN,World,2001,LBN2001,9402663009.20,386345634.90,7211755409.90,981369464.00,1367715098.90,8034947910.30,981.37,386.35,7611.76,423.19,597.06,597.87,9402.66
Lebanon,LBN,World,2002,LBN2002,14407174851.00,407086394.30,12117028230.00,1114313494.90,1521399889.20,12885774961.80,1114.31,407.09,12517.03,368.75,908.94,857.54,14407.17
Lebanon,LBN,World,2003,LBN2003,15728748964.80,1067294781.30,12431632378.00,1271824858.50,2339119639.80,13389629325.00,1271.82,1067.29,12800.30,589.33,1252.76,1706.12,15728.75
Lebanon,LBN,World,2004,LBN2004,18464208867.50,1123146192.70,15084409185.00,1309922725.30,2433068918.00,16031139949.50,1309.92,1123.15,15453.08,578.06,1224.54,2843.10,18464.21
Lebanon,LBN,World,2005,LBN2005,18931735707.30,1012509304.70,15773124420.00,1220783278.90,2233292583.60,16698443123.70,1220.78,1012.51,16141.79,556.65,1197.08,1906.53,18931.74
Lebanon,LBN,World,2006,LBN2006,20198665048.20,1059439749.60,16884208814.00,1340070862.60,2399510612.20,17799154436.00,1340.07,1059.44,17252.88,546.28,1241.85,2800.90,20198.67
Lebanon,LBN,World,2007,LBN2007,21026370911.20,1065221792.20,17706953778.20,1458777118.00,2523998910.20,18502372001.00,1458.78,1065.22,17706.95,795.42,1372.84,2812.36,21026.37
Lebanon,LBN,World,2008,LBN2008,20733511722.20,1144454891.60,17489630601.40,1393930570.40,2538385462.00,18195126260.20,1393.93,1144.45,17489.63,705.50,1402.87,2856.82,20733.51
Lebanon,LBN,World,2009,LBN2009,20759289741.40,1072628919.60,17703632543.40,1395126123.20,2467755042.80,18291534698.60,1395.13,1072.63,17703.63,587.90,1431.67,3107.31,20759.29
Lebanon,LBN,World,2010,LBN2010,20385890838.30,989919152.90,17421960831.80,1368383133.60,2358302286.50,18027588551.80,1368.38,989.92,17421.96,605.63,1406.41,2476.52,20385.89
Lebanon,LBN,World,2011,LBN2011,20787059398.60,944521671.80,17965956360.50,1294969225.40,2239490897.20,18547568501.40,1294.97,944.52,17965.96,581.61,1457.63,3758.50,20787.06
Lebanon,LBN,World,2012,LBN2012,24245207855.60,984913842.60,21488723000.00,1235687556.00,2220601398.60,22024606457.00,1235.69,984.91,21488.72,535.88,1451.44,2357.46,24245.21
Lebanon,LBN,World,2013,LBN2013,25722931338.90,839390016.10,23280930500.00,1210274436.80,2049664452.90,23673266886.00,1210.27,839.39,23280.93,392.34,1584.74,1816.18,25722.93
Lebanon,LBN,World,2014,LBN2014,25229679855.80,1010946535.60,22838240500.00,1054410505.10,2065357040.70,23164322815.10,1054.41,1010.95,22838.24,326.08,1665.88,2282.11,25229.68
Lebanon,LBN,World,2015,LBN2015,26722800805.80,844029102.40,24628350500.00,983945762.40,1827974864.80,24894825941.00,983.95,844.03,24628.35,266.48,1624.35,2285.64,26722.80
Lebanon,LBN,World,2016,LBN2016,27702112989.00,725561765.70,25727202500.00,1032574650.60,1758136416.30,25943976572.70,1032.57,725.56,25727.20,216.77,1719.01,2626.40,27702.11
Lebanon,LBN,World,2017,LBN2017,29986936985.40,692116709.90,27767821500.00,1333476888.30,2025593598.20,27961343387.20,1333.48,692.12,27767.82,193.52,1761.00,3030.32,29986.94
Lebanon,LBN,World,2018,LBN2018,33071517702.70,574015901.30,30964133000.00,1369249516.40,1943265417.70,31128252285.00,1369.25,574.02,30964.13,164.12,2150.34,2589.17,33071.52
Lebanon,LBN,World,2019,LBN2019,33319357008.30,502239171.80,31314133000.00,1373037458.90,1875276630.70,31444080377.60,1373.04,502.24,31314.13,129.95,2142.01,2916.85,33319.36
Lebanon,LBN,World,2020,LBN2020,33360559030.20,476375066.20,31314133000.00,1461287096.30,1937662162.50,31422896867.70,1461.29,476.38,31314.13,108.76,157.08,196.06,33360.56
Lebanon,LBN,World,2021,LBN2021,33277491334.90,422906147.50,31314133000.00,1469354355.00,1892260502.50,31385230832.40,1469.35,422.91,31314.13,71.10,47.21,202.24,33277.49
Lebanon,LBN,World,2022,LBN2022,..,..,0.00,..,..,..,1604.44,389.63,31314.13,67.35,32.49,110.82,33375.55
Lebanon,LBN,World,2023,LBN2023,..,..,0.00,..,..,..,0.00,0.00,0.00,0.00,1909.89,1915.42,0.00
Lebanon,LBN,World,2024,LBN2024,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,World,2025,LBN2025,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,World,2026,LBN2026,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,World,2027,LBN2027,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,World,2028,LBN2028,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,World,2029,LBN2029,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,World,2000,LSO2000,656701600.00,96964687.50,0.00,475666322.40,572631009.90,84070590.10,475.67,96.96,0.00,84.07,22.95,33.16,656.70
Lesotho,LSO,World,2001,LSO2001,578455438.70,45958372.80,0.00,464957270.70,510915643.50,67539795.20,464.96,45.96,0.00,67.54,17.54,46.56,578.46
Lesotho,LSO,World,2002,LSO2002,628484057.20,59890766.70,0.00,494509338.20,554400104.90,74083952.30,494.51,59.89,0.00,74.08,14.71,49.36,628.48
Lesotho,LSO,World,2003,LSO2003,672639206.70,61208588.10,0.00,528430258.80,589638846.90,83000359.80,528.43,61.21,0.00,83.00,14.17,50.15,672.64
Lesotho,LSO,World,2004,LSO2004,721581111.80,75101738.80,0.00,563646069.00,638747807.80,82833304.00,563.65,75.10,0.00,82.83,14.72,37.79,721.58
Lesotho,LSO,World,2005,LSO2005,618932603.00,61684470.40,0.00,518424017.30,580108487.70,38824115.30,518.42,61.68,0.00,38.82,13.70,65.29,618.93
Lesotho,LSO,World,2006,LSO2006,613480931.50,32799259.70,0.00,548211510.50,581010770.20,32470161.30,548.21,32.80,0.00,32.47,9.21,35.59,613.48
Lesotho,LSO,World,2007,LSO2007,642178316.80,25515448.70,0.00,587826888.20,613342336.90,28835979.90,587.83,25.52,0.00,28.84,64.33,31.09,642.18
Lesotho,LSO,World,2008,LSO2008,662638034.80,36820793.80,0.00,603427820.50,640248614.30,22389420.50,603.43,36.82,0.00,22.39,7.82,24.49,662.64
Lesotho,LSO,World,2009,LSO2009,687842663.00,50963204.20,0.00,613991709.70,664954913.90,22887749.10,613.99,50.96,0.00,22.89,7.43,24.63,687.84
Lesotho,LSO,World,2010,LSO2010,709244233.00,55024518.10,0.00,632741100.10,687765618.20,21478614.80,632.74,55.02,0.00,21.48,7.84,19.41,709.24
Lesotho,LSO,World,2011,LSO2011,729316552.70,60744619.70,0.00,650078549.10,710823168.80,18493383.90,650.08,60.74,0.00,18.49,9.26,24.24,729.32
Lesotho,LSO,World,2012,LSO2012,761988047.30,75993427.10,0.00,668618993.60,744612420.70,17375626.60,668.62,75.99,0.00,17.38,9.61,25.54,761.99
Lesotho,LSO,World,2013,LSO2013,771867241.20,84357280.20,0.00,671936367.90,756293648.10,15573593.10,671.94,84.36,0.00,15.57,10.57,28.32,771.87
Lesotho,LSO,World,2014,LSO2014,769308842.50,104482224.60,0.00,651982937.40,756465162.00,12843680.50,651.98,104.48,0.00,12.84,12.38,28.54,769.31
Lesotho,LSO,World,2015,LSO2015,773754675.10,111378407.40,0.00,655792898.80,767171306.20,6583368.90,655.79,111.38,0.00,6.58,20.33,31.25,773.75
Lesotho,LSO,World,2016,LSO2016,774778246.80,120699405.20,0.00,648486841.10,769186246.30,5592000.50,648.49,120.70,0.00,5.59,14.17,40.18,774.78
Lesotho,LSO,World,2017,LSO2017,827514620.80,118442643.80,0.00,703495232.00,821937875.80,5576745.00,703.50,118.44,0.00,5.58,16.14,33.22,827.51
Lesotho,LSO,World,2018,LSO2018,809325288.60,107698315.10,0.00,696979418.50,804677733.60,4647555.00,696.98,107.70,0.00,4.65,16.89,42.05,809.33
Lesotho,LSO,World,2019,LSO2019,856227657.30,130779425.50,0.00,721650016.40,852429441.90,3798215.40,721.65,130.78,0.00,3.80,23.85,37.20,856.23
Lesotho,LSO,World,2020,LSO2020,930780527.70,171245898.90,0.00,755454521.30,926700420.20,4080107.50,755.45,171.25,0.00,4.08,15.99,43.83,930.78
Lesotho,LSO,World,2021,LSO2021,962444113.40,200700955.10,0.00,758107512.30,958808467.40,3635646.00,759.52,214.83,0.00,3.64,261.74,35.04,977.99
Lesotho,LSO,World,2022,LSO2022,..,..,0.00,..,..,..,742.54,222.31,0.00,3.21,237.58,44.94,968.06
Lesotho,LSO,World,2023,LSO2023,..,..,0.00,..,..,..,0.00,0.00,0.00,0.00,19.93,66.80,0.00
Lesotho,LSO,World,2024,LSO2024,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,World,2025,LSO2025,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,World,2026,LSO2026,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,World,2027,LSO2027,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,World,2028,LSO2028,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,World,2029,LSO2029,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,World,2000,LBR2000,1104031293.40,511939042.40,0.00,395341898.60,907280941.00,196750352.40,395.34,511.94,0.00,196.75,0.00,0.00,1104.03
Liberia,LBR,World,2001,LBR2001,1077185621.20,504931613.20,0.00,383201064.80,888132678.00,189052943.20,383.20,504.93,0.00,189.05,0.00,0.00,1077.19
Liberia,LBR,World,2002,LBR2002,1128736889.30,525915588.80,0.00,407248579.30,933164168.10,195572721.20,407.25,525.92,0.00,195.57,0.02,0.00,1128.74
Liberia,LBR,World,2003,LBR2003,1191435729.10,552902757.30,0.00,434402019.60,987304776.90,204130952.20,434.40,552.90,0.00,204.13,0.00,0.00,1191.44
Liberia,LBR,World,2004,LBR2004,1241736615.00,565793547.00,0.00,469106265.00,1034899812.00,206836803.00,469.11,565.79,0.00,206.84,0.00,0.00,1241.74
Liberia,LBR,World,2005,LBR2005,1179082483.10,541203226.60,0.00,440130697.50,981333924.10,197748559.00,440.13,541.20,0.00,197.75,0.03,0.00,1179.08
Liberia,LBR,World,2006,LBR2006,1203810565.40,557244588.50,0.00,447912361.60,1005156950.10,198653615.30,447.91,557.24,0.00,198.65,0.03,0.02,1203.81
Liberia,LBR,World,2007,LBR2007,1033536126.80,638747777.50,0.00,192243681.40,830991458.90,202544667.90,192.24,638.75,0.00,202.54,380.54,260.72,1033.54
Liberia,LBR,World,2008,LBR2008,865013548.80,511884241.50,0.00,157944276.00,669828517.50,195185031.30,157.94,511.88,0.00,195.19,69.03,37.47,865.01
Liberia,LBR,World,2009,LBR2009,673132514.60,498100993.80,0.00,154531520.80,652632514.60,20500000.00,154.53,498.10,0.00,20.50,11.80,4.30,673.13
Liberia,LBR,World,2010,LBR2010,183097755.40,119819133.30,0.00,63278622.10,183097755.40,0.00,63.28,119.82,0.00,0.00,0.59,3.74,183.10
Liberia,LBR,World,2011,LBR2011,188027802.30,128201000.00,0.00,59826802.30,188027802.30,..,59.83,128.20,0.00,0.00,0.45,2.55,188.03
Liberia,LBR,World,2012,LBR2012,208489509.70,127248000.00,0.00,81241509.70,208489509.70,..,81.24,127.25,0.00,0.00,1.08,3.48,208.49
Liberia,LBR,World,2013,LBR2013,229486529.40,115013649.80,0.00,114472879.60,229486529.40,..,114.47,115.01,0.00,0.00,1.53,4.64,229.49
Liberia,LBR,World,2014,LBR2014,296254199.50,113645000.00,0.00,182609199.50,296254199.50,..,182.61,113.65,0.00,0.00,8.60,5.60,296.25
Liberia,LBR,World,2015,LBR2015,434283853.60,114304000.00,0.00,319979853.60,434283853.60,..,319.98,114.30,0.00,0.00,2.71,2.44,434.28
Liberia,LBR,World,2016,LBR2016,525991217.00,132548802.70,0.00,393442414.30,525991217.00,..,393.44,132.55,0.00,0.00,2.98,1.71,525.99
Liberia,LBR,World,2017,LBR2017,655554285.40,152111924.50,0.00,503442360.90,655554285.40,..,503.44,152.11,0.00,0.00,4.73,4.60,655.55
Liberia,LBR,World,2018,LBR2018,712914633.60,115752984.00,0.00,597161649.60,712914633.60,0.00,597.16,115.75,0.00,0.00,7.31,4.94,712.91
Liberia,LBR,World,2019,LBR2019,821866408.70,117272072.10,0.00,704594336.60,821866408.70,..,704.59,117.27,0.00,0.00,6.99,5.76,821.87
Liberia,LBR,World,2020,LBR2020,943160931.10,119557461.50,0.00,823603469.60,943160931.10,..,828.08,119.56,0.00,0.00,10.31,13.85,947.64
Liberia,LBR,World,2021,LBR2021,1014800512.40,119596713.40,0.00,895203799.00,1014800512.40,..,897.61,119.52,0.00,0.00,9.47,10.38,1017.13
Liberia,LBR,World,2022,LBR2022,..,..,0.00,..,..,..,995.09,114.41,0.00,0.00,12.29,18.84,1109.50
Liberia,LBR,World,2023,LBR2023,..,..,0.00,..,..,..,0.00,0.00,0.00,0.00,11.47,47.94,0.00
Liberia,LBR,World,2024,LBR2024,..,..,0.00,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,World,2025,LBR2025,..,..,0.00,..,..,..,..,..,..,..,..,..,..
