iso,id,year,GG debt (% of GDP),GG debt ($ million),,
GAB,GAB2009,2009,25.992,"3,167.9",,
GAB,GAB2010,2010,21.295,"3,063.1",,
GAB,GAB2011,2011,21.425,"3,900.8",,
GAB,GAB2012,2012,21.442,"3,684.0",,
GAB,GAB2013,2013,31.113,"5,474.6",,
GAB,GAB2014,2014,34.063,"6,202.5",,
GAB,GAB2015,2015,44.703,"6,430.5",,
GAB,GAB2016,2016,64.199,"9,000.7",,
GAB,GAB2017,2017,62.886,"9,385.1",,
GAB,GAB2018,2018,61.077,"10,279.3",,
GAB,GAB2019,2019,59.779,"10,087.7",,
GAB,GAB2020,2020,78.152,"12,007.3",,
GAB,GAB2021,2021,68.432,"13,313.4",,
GAB,GAB2022,2022,65.589,"13,435.9",,
GAB,GAB2023,2023,72.117,"14,465.9",,
GAB,GAB2024,2024,73.308,"15,319.2",,
GAB,GAB2025,2025,79.955,"16,769.8",,
GMB,GMB2000,2000,73.25,739.8,,
GMB,GMB2001,2001,75.23,753.8,,
GMB,GMB2002,2002,93.875,832.7,,
GMB,GMB2003,2003,91.694,773.0,,
GMB,GMB2004,2004,81.303,782.1,,
GMB,GMB2005,2005,82.596,849.1,,
GMB,GMB2006,2006,87.344,920.6,,
GMB,GMB2007,2007,38.023,486.7,,
GMB,GMB2008,2008,39.528,617.4,,
GMB,GMB2009,2009,38.868,563.6,,
GMB,GMB2010,2010,42.949,662.7,,
GMB,GMB2011,2011,49.241,694.3,,
GMB,GMB2012,2012,49.492,700.3,,
GMB,GMB2013,2013,58.244,801.4,,
GMB,GMB2014,2014,71.086,873.6,,
GMB,GMB2015,2015,69.369,939.9,,
GMB,GMB2016,2016,80.891,"1,189.1",,
GMB,GMB2017,2017,86.979,"1,302.9",,
GMB,GMB2018,2018,83.596,"1,389.4",,
GMB,GMB2019,2019,82.967,"1,498.4",,
GMB,GMB2020,2020,85.888,"1,553.7",,
GMB,GMB2021,2021,83.113,"1,699.7",,
GMB,GMB2022,2022,82.856,"1,790.5",,
GMB,GMB2023,2023,75.228,"1,776.1",,
GMB,GMB2024,2024,66.516,"1,791.3",,
GMB,GMB2025,2025,60.588,"1,826.1",,
GEO,GEO2000,2000,58.516,"1,839.7",,
GEO,GEO2001,2001,52.984,"1,754.3",,
GEO,GEO2002,2002,50.264,"1,755.7",,
GEO,GEO2003,2003,54.552,"2,238.3",,
GEO,GEO2004,2004,44.277,"2,333.0",,
GEO,GEO2005,2005,35.322,"2,327.7",,
GEO,GEO2006,2006,28.279,"2,256.4",,
GEO,GEO2007,2007,22.536,"2,356.8",,
GEO,GEO2008,2008,26.346,"3,466.6",,
GEO,GEO2009,2009,33.649,"3,724.6",,
GEO,GEO2010,2010,31.448,"3,907.4",,
GEO,GEO2011,2011,27.687,"4,284.6",,
GEO,GEO2012,2012,28.123,"4,751.1",,
GEO,GEO2013,2013,28.942,"5,069.5",,
GEO,GEO2014,2014,30.335,"5,450.0",,
GEO,GEO2015,2015,36.015,"5,482.6",,
GEO,GEO2016,2016,39.465,"6,095.4",,
GEO,GEO2017,2017,38.894,"6,406.6",,
GEO,GEO2018,2018,38.221,"6,843.5",,
GEO,GEO2019,2019,40.049,"7,066.6",,
GEO,GEO2020,2020,59.559,"9,537.2",,
GEO,GEO2021,2021,49.094,"9,253.7",,
GEO,GEO2022,2022,39.169,"9,786.4",,
GEO,GEO2023,2023,39.232,"11,979.9",,
GEO,GEO2024,2024,38.167,"12,668.0",,
GEO,GEO2025,2025,37.377,"13,421.3",,
GHA,GHA2000,2000,80.17,"9,195.5",,
GHA,GHA2001,2001,61.919,"7,575.2",,
GHA,GHA2002,2002,57.96,"8,233.2",,
GHA,GHA2003,2003,52.847,"9,263.0",,
GHA,GHA2004,2004,41.107,"8,345.5",,
GHA,GHA2005,2005,33.993,"8,362.3",,
GHA,GHA2006,2006,18.509,"5,346.0",,
GHA,GHA2007,2007,22.549,"7,676.6",,
GHA,GHA2008,2008,24.644,"9,527.1",,
GHA,GHA2009,2009,26.792,"9,270.3",,
GHA,GHA2010,2010,34.507,"14,950.8",,
GHA,GHA2011,2011,31.264,"16,835.4",,
GHA,GHA2012,2012,35.351,"20,098.5",,
GHA,GHA2013,2013,42.93,"27,347.3",,
GHA,GHA2014,2014,50.111,"27,268.9",,
GHA,GHA2015,2015,53.896,"26,644.6",,
GHA,GHA2016,2016,55.942,"31,408.1",,
GHA,GHA2017,2017,56.984,"34,409.8",,
GHA,GHA2018,2018,61.976,"41,693.7",,
GHA,GHA2019,2019,58.347,"39,881.3",,
GHA,GHA2020,2020,72.337,"50,639.5",,
GHA,GHA2021,2021,79.159,"63,009.8",,
GHA,GHA2022,2022,92.687,"68,547.6",,
GHA,GHA2023,2023,82.936,"63,364.8",,
GHA,GHA2024,2024,82.515,"62,139.6",,
GHA,GHA2025,2025,79.515,"60,241.4",,
GRD,GRD2000,2000,41.626,216.5,,
GRD,GRD2001,2001,44.608,232.0,,
GRD,GRD2002,2002,79.09,427.1,,
GRD,GRD2003,2003,79.562,470.2,,
GRD,GRD2004,2004,94.694,567.2,,
GRD,GRD2005,2005,87.312,606.8,,
GRD,GRD2006,2006,92.923,649.5,,
GRD,GRD2007,2007,89.056,675.9,,
GRD,GRD2008,2008,83.913,693.1,,
GRD,GRD2009,2009,91.094,702.3,,
GRD,GRD2010,2010,96.216,741.8,,
GRD,GRD2011,2011,102.782,800.7,,
GRD,GRD2012,2012,101.501,812.0,,
GRD,GRD2013,2013,105.437,888.8,,
GRD,GRD2014,2014,99.34,905.0,,
GRD,GRD2015,2015,90.1,898.3,,
GRD,GRD2016,2016,81.568,866.3,,
GRD,GRD2017,2017,70.403,792.7,,
GRD,GRD2018,2018,68.536,799.8,,
GRD,GRD2019,2019,62.7,760.6,,
GRD,GRD2020,2020,89.493,933.4,,
GRD,GRD2021,2021,86.587,972.4,,
GRD,GRD2022,2022,78.843,970.6,,
GRD,GRD2023,2023,75.221,995.9,,
GRD,GRD2024,2024,75.295,"1,048.9",,
GRD,GRD2025,2025,74.129,"1,096.4",,
GTM,GTM2000,2000,17.999,"3,262.1",,
GTM,GTM2001,2001,19.11,"3,771.4",,
GTM,GTM2002,2002,17.362,"3,806.4",,
GTM,GTM2003,2003,19.803,"4,572.9",,
GTM,GTM2004,2004,20.553,"5,133.5",,
GTM,GTM2005,2005,20.017,"5,640.6",,
GTM,GTM2006,2006,20.86,"6,530.8",,
GTM,GTM2007,2007,20.779,"7,278.5",,
GTM,GTM2008,2008,19.57,"7,875.4",,
GTM,GTM2009,2009,22.78,"8,655.7",,
GTM,GTM2010,2010,24.006,"9,960.8",,
GTM,GTM2011,2011,23.769,"11,271.0",,
GTM,GTM2012,2012,24.557,"12,254.4",,
GTM,GTM2013,2013,25.035,"13,265.8",,
GTM,GTM2014,2014,24.651,"14,256.9",,
GTM,GTM2015,2015,24.803,"15,422.5",,
GTM,GTM2016,2016,24.956,"16,479.4",,
GTM,GTM2017,2017,25.093,"17,972.6",,
GTM,GTM2018,2018,26.43,"19,381.4",,
GTM,GTM2019,2019,26.414,"20,380.0",,
GTM,GTM2020,2020,31.491,"24,474.2",,
GTM,GTM2021,2021,30.609,"26,466.7",,
GTM,GTM2022,2022,29.009,"27,741.6",,
GTM,GTM2023,2023,27.198,"28,404.5",,
GTM,GTM2024,2024,26.782,"30,094.7",,
GTM,GTM2025,2025,26.763,"32,373.6",,
GIN,GIN2000,2000,91.492,"3,695.4",,
GIN,GIN2001,2001,90.436,"3,442.0",,
GIN,GIN2002,2002,82.61,"3,322.6",,
GIN,GIN2003,2003,81.572,"3,882.0",,
GIN,GIN2004,2004,86.866,"4,353.7",,
GIN,GIN2005,2005,97.915,"4,412.0",,
GIN,GIN2006,2006,95.222,"3,978.4",,
GIN,GIN2007,2007,60.8,"3,840.7",,
GIN,GIN2008,2008,58.463,"4,072.5",,
GIN,GIN2009,2009,61.332,"4,141.7",,
GIN,GIN2010,2010,71.141,"4,878.8",,
GIN,GIN2011,2011,53.85,"3,648.3",,
GIN,GIN2012,2012,26.867,"1,984.7",,
GIN,GIN2013,2013,33.967,"2,845.1",,
GIN,GIN2014,2014,35.158,"3,085.8",,
GIN,GIN2015,2015,44.389,"3,901.8",,
GIN,GIN2016,2016,43.009,"3,700.5",,
GIN,GIN2017,2017,41.884,"4,324.5",,
GIN,GIN2018,2018,39.267,"4,655.9",,
GIN,GIN2019,2019,38.576,"5,185.8",,
GIN,GIN2020,2020,47.793,"6,733.6",,
GIN,GIN2021,2021,42.717,"6,971.4",,
GIN,GIN2022,2022,40.178,"7,870.5",,
GIN,GIN2023,2023,40.753,"9,375.2",,
GIN,GIN2024,2024,37.83,"9,636.8",,
GIN,GIN2025,2025,34.783,"9,494.0",,
GNB,GNB2000,2000,217.139,851.2,,
GNB,GNB2001,2001,204.442,844.3,,
GNB,GNB2002,2002,197.471,920.2,,
GNB,GNB2003,2003,183.384,"1,014.1",,
GNB,GNB2004,2004,201.959,"1,175.4",,
GNB,GNB2005,2005,203.651,"1,303.4",,
GNB,GNB2006,2006,190.407,"1,209.1",,
GNB,GNB2007,2007,163.97,"1,234.7",,
GNB,GNB2008,2008,148.815,"1,418.2",,
GNB,GNB2009,2009,148.258,"1,318.0",,
GNB,GNB2010,2010,61.726,580.8,,
GNB,GNB2011,2011,45.619,527.8,,
GNB,GNB2012,2012,47.388,497.6,,
GNB,GNB2013,2013,49.645,551.1,,
GNB,GNB2014,2014,60.356,685.6,,
GNB,GNB2015,2015,56.572,652.3,,
GNB,GNB2016,2016,59.309,738.4,,
GNB,GNB2017,2017,51.948,763.1,,
GNB,GNB2018,2018,59.238,921.2,,
GNB,GNB2019,2019,65.301,971.0,,
GNB,GNB2020,2020,77.749,"1,184.1",,
GNB,GNB2021,2021,78.952,"1,359.6",,
GNB,GNB2022,2022,80.837,"1,391.2",,
GNB,GNB2023,2023,79.371,"1,591.4",,
GNB,GNB2024,2024,77.036,"1,685.5",,
GNB,GNB2025,2025,74.331,"1,750.5",,
HTI,HTI2000,2000,32.455,"2,210.2",,
HTI,HTI2001,2001,28.754,"1,807.2",,
HTI,HTI2002,2002,31.951,"1,937.5",,
HTI,HTI2003,2003,37.794,"1,839.1",,
HTI,HTI2004,2004,30.449,"1,838.2",,
HTI,HTI2005,2005,29.709,"2,134.9",,
HTI,HTI2006,2006,32.163,"2,414.5",,
HTI,HTI2007,2007,24.436,"2,326.8",,
HTI,HTI2008,2008,33.921,"3,557.6",,
HTI,HTI2009,2009,19.411,"2,251.3",,
HTI,HTI2010,2010,24.902,"2,951.4",,
HTI,HTI2011,2011,22.293,"2,900.1",,
HTI,HTI2012,2012,24.057,"3,298.0",,
HTI,HTI2013,2013,25.111,"3,742.5",,
HTI,HTI2014,2014,21.354,"3,232.4",,
HTI,HTI2015,2015,23.889,"3,543.0",,
HTI,HTI2016,2016,24.386,"3,413.1",,
HTI,HTI2017,2017,22.516,"3,385.5",,
HTI,HTI2018,2018,24.113,"3,967.6",,
HTI,HTI2019,2019,26.53,"3,923.0",,
HTI,HTI2020,2020,22.321,"3,238.3",,
HTI,HTI2021,2021,28.863,"6,066.1",,
HTI,HTI2022,2022,29.506,"5,849.9",,
HTI,HTI2023,2023,28.462,"5,579.4",,
HTI,HTI2024,2024,14.029,"3,686.0",,
HTI,HTI2025,2025,11.321,"3,460.8",,
HND,HND2000,2000,65.758,"4,671.4",,
HND,HND2001,2001,63.417,"4,799.4",,
HND,HND2002,2002,64.248,"4,995.3",,
HND,HND2003,2003,67.757,"5,514.7",,
HND,HND2004,2004,60.906,"5,340.8",,
HND,HND2005,2005,55.606,"5,378.2",,
HND,HND2006,2006,39.202,"4,250.7",,
HND,HND2007,2007,24.022,"2,948.9",,
HND,HND2008,2008,22.323,"3,078.1",,
HND,HND2009,2009,23.79,"3,446.2",,
HND,HND2010,2010,21.816,"3,431.7",,
HND,HND2011,2011,24.77,"4,357.0",,
HND,HND2012,2012,27.086,"4,983.6",,
HND,HND2013,2013,37.317,"6,855.1",,
HND,HND2014,2014,35.227,"6,910.5",,
HND,HND2015,2015,38.517,"8,024.6",,
HND,HND2016,2016,39.621,"8,543.9",,
HND,HND2017,2017,41.499,"9,537.3",,
HND,HND2018,2018,42.623,"10,189.9",,
HND,HND2019,2019,43.5,"10,749.3",,
HND,HND2020,2020,53.716,"12,456.7",,
HND,HND2021,2021,51.03,"14,262.9",,
HND,HND2022,2022,49.752,"15,539.0",,
HND,HND2023,2023,44.952,"15,386.6",,
HND,HND2024,2024,43.873,"16,116.7",,
HND,HND2025,2025,43.153,"16,822.3",,
IND,IND2000,2000,74.941,"351,020.6",,
IND,IND2001,2001,80.11,"388,886.0",,
IND,IND2002,2002,84.304,"434,113.3",,
IND,IND2003,2003,85.883,"521,911.8",,
IND,IND2004,2004,84.89,"601,999.1",,
IND,IND2005,2005,82.378,"675,816.8",,
IND,IND2006,2006,77.941,"732,848.0",,
IND,IND2007,2007,75.455,"918,088.1",,
IND,IND2008,2008,74.368,"891,594.2",,
IND,IND2009,2009,72.77,"976,492.6",,
IND,IND2010,2010,67.702,"1,134,424.9",,
IND,IND2011,2011,68.648,"1,251,488.7",,
IND,IND2012,2012,67.985,"1,242,519.0",,
IND,IND2013,2013,67.713,"1,257,241.5",,
IND,IND2014,2014,67.102,"1,368,295.0",,
IND,IND2015,2015,69.049,"1,452,506.5",,
IND,IND2016,2016,68.943,"1,582,101.9",,
IND,IND2017,2017,69.669,"1,847,255.4",,
IND,IND2018,2018,70.392,"1,902,646.5",,
IND,IND2019,2019,75.04,"2,127,838.7",,
IND,IND2020,2020,88.427,"2,365,291.4",,
IND,IND2021,2021,83.487,"2,644,259.5",,
IND,IND2022,2022,81.683,"2,739,215.7",,
IND,IND2023,2023,83.02,"2,961,781.7",,
IND,IND2024,2024,83.064,"3,230,466.9",,
IND,IND2025,2025,82.616,"3,529,291.1",,
IDN,IDN2000,2000,87.437,"156,933.7",,
IDN,IDN2001,2001,73.702,"128,615.1",,
IDN,IDN2002,2002,62.339,"132,661.8",,
IDN,IDN2003,2003,55.643,"142,082.2",,
IDN,IDN2004,2004,51.328,"143,381.7",,
IDN,IDN2005,2005,42.612,"132,489.2",,
IDN,IDN2006,2006,35.848,"142,143.8",,
IDN,IDN2007,2007,38.121,"179,203.8",,
IDN,IDN2008,2008,30.252,"168,894.2",,
IDN,IDN2009,2009,26.483,"153,224.5",,
IDN,IDN2010,2010,26.363,"199,065.4",,
IDN,IDN2011,2011,23.106,"206,329.4",,
IDN,IDN2012,2012,22.955,"210,697.1",,
IDN,IDN2013,2013,24.884,"227,072.5",,
IDN,IDN2014,2014,24.645,"219,541.4",,
IDN,IDN2015,2015,27.013,"232,542.5",,
IDN,IDN2016,2016,27.955,"260,506.2",,
IDN,IDN2017,2017,29.396,"298,551.4",,
IDN,IDN2018,2018,30.423,"317,090.4",,
IDN,IDN2019,2019,30.563,"342,030.5",,
IDN,IDN2020,2020,39.747,"420,942.6",,
IDN,IDN2021,2021,41.14,"488,130.2",,
IDN,IDN2022,2022,40.141,"529,490.3",,
IDN,IDN2023,2023,39.601,"542,997.4",,
IDN,IDN2024,2024,40.515,"568,259.3",,
IDN,IDN2025,2025,40.712,"607,674.6",,
IRN,IRN2000,2000,22.152,"81,279.5",,
IRN,IRN2001,2001,25.607,"84,753.5",,
IRN,IRN2002,2002,28.531,"37,855.5",,
IRN,IRN2003,2003,26.788,"42,436.5",,
IRN,IRN2004,2004,25.714,"48,589.4",,
IRN,IRN2005,2005,22.177,"50,658.5",,
IRN,IRN2006,2006,18.236,"49,667.8",,
IRN,IRN2007,2007,16.062,"57,972.3",,
IRN,IRN2008,2008,12.374,"52,676.0",,
IRN,IRN2009,2009,13.278,"58,477.4",,
IRN,IRN2010,2010,14.757,"76,426.4",,
IRN,IRN2011,2011,12.259,"76,671.5",,
IRN,IRN2012,2012,13.562,"57,215.6",,
IRN,IRN2013,2013,11.758,"50,362.0",,
IRN,IRN2014,2014,12.587,"58,002.0",,
IRN,IRN2015,2015,37.023,"151,160.5",,
IRN,IRN2016,2016,47.904,"219,420.4",,
IRN,IRN2017,2017,45.044,"219,287.3",,
IRN,IRN2018,2018,42.944,"142,937.4",,
IRN,IRN2019,2019,46.555,"112,503.9",,
IRN,IRN2020,2020,48.343,"94,524.1",,
IRN,IRN2021,2021,42.404,"122,672.2",,
IRN,IRN2022,2022,36.926,"138,935.6",,
IRN,IRN2023,2023,33.982,"126,691.7",,
IRN,IRN2024,2024,34.625,"150,356.6",,
IRN,IRN2025,2025,34.857,"161,648.3",,
IRQ,IRQ2000,2000,,,,
IRQ,IRQ2001,2001,,,,
IRQ,IRQ2002,2002,,,,
IRQ,IRQ2003,2003,,,,
IRQ,IRQ2004,2004,344.317,"126,164.6",,
IRQ,IRQ2005,2005,227.344,"113,819.8",,
IRQ,IRQ2006,2006,143.165,"93,263.4",,
IRQ,IRQ2007,2007,117.085,"104,010.1",,
IRQ,IRQ2008,2008,74.168,"97,615.5",,
IRQ,IRQ2009,2009,87.375,"97,562.9",,
IRQ,IRQ2010,2010,53.533,"74,152.3",,
IRQ,IRQ2011,2011,40.719,"75,635.5",,
IRQ,IRQ2012,2012,34.782,"75,835.9",,
IRQ,IRQ2013,2013,31.987,"75,053.7",,
IRQ,IRQ2014,2014,32.863,"77,113.4",,
IRQ,IRQ2015,2015,56.934,"101,134.1",,
IRQ,IRQ2016,2016,66.722,"112,379.2",,
IRQ,IRQ2017,2017,59.761,"113,574.6",,
IRQ,IRQ2018,2018,47.112,"108,446.6",,
IRQ,IRQ2019,2019,43.361,"102,627.7",,
IRQ,IRQ2020,2020,76.547,"139,756.5",,
IRQ,IRQ2021,2021,57.642,"121,482.2",,
IRQ,IRQ2022,2022,40.017,"115,272.6",,
IRQ,IRQ2023,2023,44.505,"112,333.7",,
IRQ,IRQ2024,2024,45.856,"121,128.2",,
IRQ,IRQ2025,2025,52.161,"141,290.6",,
JAM,JAM2000,2000,91.809,"8,322.5",,
JAM,JAM2001,2001,108.005,"9,931.1",,
JAM,JAM2002,2002,118.408,"11,508.1",,
JAM,JAM2003,2003,123.201,"11,617.9",,
JAM,JAM2004,2004,119.935,"12,203.4",,
JAM,JAM2005,2005,124.663,"14,003.4",,
JAM,JAM2006,2006,117.119,"13,991.0",,
JAM,JAM2007,2007,114.476,"14,745.7",,
JAM,JAM2008,2008,127.022,"17,456.6",,
JAM,JAM2009,2009,141.929,"17,183.3",,
JAM,JAM2010,2010,141.4,"18,654.9",,
JAM,JAM2011,2011,139.465,"20,101.1",,
JAM,JAM2012,2012,143.895,"21,246.1",,
JAM,JAM2013,2013,138.736,"19,718.5",,
JAM,JAM2014,2014,137.892,"19,118.7",,
JAM,JAM2015,2015,121.878,"17,250.6",,
JAM,JAM2016,2016,113.695,"16,040.1",,
JAM,JAM2017,2017,101.225,"14,935.7",,
JAM,JAM2018,2018,94.386,"14,769.5",,
JAM,JAM2019,2019,94.26,"14,900.6",,
JAM,JAM2020,2020,109.685,"15,229.8",,
JAM,JAM2021,2021,94.204,"13,823.5",,
JAM,JAM2022,2022,77.044,"13,099.8",,
JAM,JAM2023,2023,73.344,"14,166.4",,
JAM,JAM2024,2024,67.877,"13,973.2",,
JAM,JAM2025,2025,64.872,"14,003.3",,
JOR,JOR2000,2000,99.259,"8,660.3",,
JOR,JOR2001,2001,94.41,"8,749.9",,
JOR,JOR2002,2002,94.884,"9,461.8",,
JOR,JOR2003,2003,88.788,"9,389.3",,
JOR,JOR2004,2004,81.525,"9,596.3",,
JOR,JOR2005,2005,72.959,"9,582.4",,
JOR,JOR2006,2006,66.304,"10,472.7",,
JOR,JOR2007,2007,64.252,"11,537.7",,
JOR,JOR2008,2008,54.24,"12,284.3",,
JOR,JOR2009,2009,57.965,"14,223.5",,
JOR,JOR2010,2010,59.437,"16,127.6",,
JOR,JOR2011,2011,62.069,"18,325.3",,
JOR,JOR2012,2012,70.521,"22,340.3",,
JOR,JOR2013,2013,75.584,"26,078.7",,
JOR,JOR2014,2014,75.013,"27,679.8",,
JOR,JOR2015,2015,78.423,"30,304.2",,
JOR,JOR2016,2016,77.432,"30,933.3",,
JOR,JOR2017,2017,75.657,"31,524.0",,
JOR,JOR2018,2018,74.302,"32,270.8",,
JOR,JOR2019,2019,78.015,"34,768.2",,
JOR,JOR2020,2020,87.95,"38,488.7",,
JOR,JOR2021,2021,93.3,"43,255.7",,
JOR,JOR2022,2022,93.027,"45,324.6",,
JOR,JOR2023,2023,92.81,"47,226.4",,
JOR,JOR2024,2024,91.652,"48,855.1",,
JOR,JOR2025,2025,89.199,"50,052.2",,
KAZ,KAZ2000,2000,,,,
KAZ,KAZ2001,2001,,,,
KAZ,KAZ2002,2002,17.592,"4,334.1",,
KAZ,KAZ2003,2003,14.962,"4,613.4",,
KAZ,KAZ2004,2004,11.392,"4,915.9",,
KAZ,KAZ2005,2005,8.104,"4,629.4",,
KAZ,KAZ2006,2006,6.677,"5,408.6",,
KAZ,KAZ2007,2007,4.092,"4,290.5",,
KAZ,KAZ2008,2008,6.766,"9,028.7",,
KAZ,KAZ2009,2009,10.227,"11,792.7",,
KAZ,KAZ2010,2010,10.683,"15,815.9",,
KAZ,KAZ2011,2011,10.161,"19,572.7",,
KAZ,KAZ2012,2012,12.125,"25,219.9",,
KAZ,KAZ2013,2013,12.603,"29,823.1",,
KAZ,KAZ2014,2014,14.496,"32,096.5",,
KAZ,KAZ2015,2015,21.882,"40,347.8",,
KAZ,KAZ2016,2016,19.677,"27,014.4",,
KAZ,KAZ2017,2017,19.869,"33,142.7",,
KAZ,KAZ2018,2018,20.259,"36,332.5",,
KAZ,KAZ2019,2019,19.944,"36,231.7",,
KAZ,KAZ2020,2020,26.357,"45,092.1",,
KAZ,KAZ2021,2021,25.1,"49,475.1",,
KAZ,KAZ2022,2022,23.524,"53,053.4",,
KAZ,KAZ2023,2023,22.769,"59,967.2",,
KAZ,KAZ2024,2024,24.752,"72,412.7",,
KAZ,KAZ2025,2025,27.58,"84,568.3",,
KEN,KEN2000,2000,43.122,"7,850.8",,
KEN,KEN2001,2001,41.276,"7,717.4",,
KEN,KEN2002,2002,42.01,"7,994.5",,
KEN,KEN2003,2003,43.792,"9,367.5",,
KEN,KEN2004,2004,40.755,"9,288.1",,
KEN,KEN2005,2005,37.412,"9,842.0",,
KEN,KEN2006,2006,37.066,"10,996.7",,
KEN,KEN2007,2007,34.195,"12,552.3",,
KEN,KEN2008,2008,34.254,"14,064.0",,
KEN,KEN2009,2009,35.961,"15,228.4",,
KEN,KEN2010,2010,36.695,"16,661.7",,
KEN,KEN2011,2011,35.687,"16,614.1",,
KEN,KEN2012,2012,37.616,"21,218.1",,
KEN,KEN2013,2013,39.756,"24,530.6",,
KEN,KEN2014,2014,41.281,"28,234.1",,
KEN,KEN2015,2015,45.832,"32,252.0",,
KEN,KEN2016,2016,50.399,"37,706.5",,
KEN,KEN2017,2017,53.866,"44,151.3",,
KEN,KEN2018,2018,56.449,"52,052.2",,
KEN,KEN2019,2019,59.085,"59,278.8",,
KEN,KEN2020,2020,67.965,"68,584.8",,
KEN,KEN2021,2021,68.232,"74,969.9",,
KEN,KEN2022,2022,67.8,"77,789.0",,
KEN,KEN2023,2023,73.107,"79,501.7",,
KEN,KEN2024,2024,69.873,"81,277.0",,
KEN,KEN2025,2025,72.361,"84,417.8",,
KIR,KIR2000,2000,12.693,9.5,,
KIR,KIR2001,2001,17.01,11.1,,
KIR,KIR2002,2002,13.265,9.9,,
KIR,KIR2003,2003,12.315,11.9,,
KIR,KIR2004,2004,13.623,14.2,,
KIR,KIR2005,2005,12.115,13.8,,
KIR,KIR2006,2006,12.871,14.4,,
KIR,KIR2007,2007,11.114,15.3,,
KIR,KIR2008,2008,13.853,20.8,,
KIR,KIR2009,2009,10.275,14.6,,
KIR,KIR2010,2010,9.43,15.7,,
KIR,KIR2011,2011,8.802,17.3,,
KIR,KIR2012,2012,8.135,16.8,,
KIR,KIR2013,2013,8.86,17.9,,
KIR,KIR2014,2014,8.975,18.0,,
KIR,KIR2015,2015,18.795,36.1,,
KIR,KIR2016,2016,21.231,43.9,,
KIR,KIR2017,2017,20.159,45.0,,
KIR,KIR2018,2018,18.983,44.4,,
KIR,KIR2019,2019,18.959,41.1,,
KIR,KIR2020,2020,17.196,38.5,,
KIR,KIR2021,2021,14.095,40.9,,
KIR,KIR2022,2022,13.301,36.0,,
KIR,KIR2023,2023,11.724,32.7,,
KIR,KIR2024,2024,9.925,31.0,,
KIR,KIR2025,2025,13.787,45.9,,
UVK,UVK2000,2000,,,,
UVK,UVK2001,2001,,,,
UVK,UVK2002,2002,,,,
UVK,UVK2003,2003,,,,
UVK,UVK2004,2004,,,,
UVK,UVK2005,2005,,,,
UVK,UVK2006,2006,16.251,653.1,,
UVK,UVK2007,2007,14.26,694.2,,
UVK,UVK2008,2008,10.77,560.3,,
UVK,UVK2009,2009,6.897,346.9,,
UVK,UVK2010,2010,6.452,345.1,,
UVK,UVK2011,2011,5.569,353.1,,
UVK,UVK2012,2012,8.559,527.8,,
UVK,UVK2013,2013,9.425,634.8,,
UVK,UVK2014,2014,11.19,791.8,,
UVK,UVK2015,2015,13.424,845.2,,
UVK,UVK2016,2016,14.472,966.9,,
UVK,UVK2017,2017,16.379,"1,175.7",,
UVK,UVK2018,2018,17.137,"1,350.7",,
UVK,UVK2019,2019,17.669,"1,395.9",,
UVK,UVK2020,2020,22.487,"1,737.8",,
UVK,UVK2021,2021,21.581,"2,032.5",,
UVK,UVK2022,2022,20.087,"1,883.2",,
UVK,UVK2023,2023,17.524,"1,829.5",,
UVK,UVK2024,2024,18.43,"2,059.0",,
UVK,UVK2025,2025,20.142,"2,384.6",,
KGZ,KGZ2000,2000,123.303,"1,686.8",,
KGZ,KGZ2001,2001,108.207,"1,650.2",,
KGZ,KGZ2002,2002,107.941,"1,733.5",,
KGZ,KGZ2003,2003,108.23,"2,078.0",,
KGZ,KGZ2004,2004,92.666,"2,051.6",,
KGZ,KGZ2005,2005,85.661,"2,106.4",,
KGZ,KGZ2006,2006,73.355,"2,081.1",,
KGZ,KGZ2007,2007,57.744,"2,198.3",,
KGZ,KGZ2008,2008,49.012,"2,518.7",,
KGZ,KGZ2009,2009,58.494,"2,743.4",,
KGZ,KGZ2010,2010,59.699,"2,862.0",,
KGZ,KGZ2011,2011,50.056,"3,102.5",,
KGZ,KGZ2012,2012,50.478,"3,333.6",,
KGZ,KGZ2013,2013,47.125,"3,456.6",,
KGZ,KGZ2014,2014,53.597,"4,002.1",,
KGZ,KGZ2015,2015,67.087,"4,480.1",,
KGZ,KGZ2016,2016,59.073,"4,024.6",,
KGZ,KGZ2017,2017,58.786,"4,528.3",,
KGZ,KGZ2018,2018,54.818,"4,534.0",,
KGZ,KGZ2019,2019,48.848,"4,578.0",,
KGZ,KGZ2020,2020,63.643,"5,271.5",,
KGZ,KGZ2021,2021,56.201,"5,202.0",,
KGZ,KGZ2022,2022,46.822,"5,744.6",,
KGZ,KGZ2023,2023,44.717,"6,257.2",,
KGZ,KGZ2024,2024,41.8,"6,593.5",,
KGZ,KGZ2025,2025,41.247,"7,169.6",,
LAO,LAO2000,2000,,,,
LAO,LAO2001,2001,94.725,"1,664.3",,
LAO,LAO2002,2002,95.308,"1,757.5",,
LAO,LAO2003,2003,90.148,"2,037.3",,
LAO,LAO2004,2004,80.653,"2,138.1",,
LAO,LAO2005,2005,73.203,"2,253.9",,
LAO,LAO2006,2006,60.007,"2,360.7",,
LAO,LAO2007,2007,55.93,"2,660.6",,
LAO,LAO2008,2008,51.723,"3,075.4",,
LAO,LAO2009,2009,51.823,"3,332.7",,
LAO,LAO2010,2010,49.315,"3,701.6",,
LAO,LAO2011,2011,43.005,"3,855.0",,
