iso,id,year,GG debt (% of GDP),GG debt ($ million)
GNB,GNB2011,2011,45.619,527.8
GNB,GNB2012,2012,47.388,497.6
GNB,GNB2013,2013,49.645,551.1
GNB,GNB2014,2014,60.356,685.6
GNB,GNB2015,2015,56.572,652.3
GNB,GNB2016,2016,59.309,738.4
GNB,GNB2017,2017,51.948,763.1
GNB,GNB2018,2018,59.238,921.2
GNB,GNB2019,2019,65.301,971.0
GNB,GNB2020,2020,77.749,1184.1
GNB,GNB2021,2021,78.803,1359.4
GNB,GNB2022,2022,80.357,1380.5
GNB,GNB2023,2023,77.806,1532.0
GNB,GNB2024,2024,76.514,1645.8
GNB,GNB2025,2025,73.98,1717.1
HTI,HTI2000,2000,32.455,2210.2
HTI,HTI2001,2001,28.754,1807.2
HTI,HTI2002,2002,31.951,1937.5
HTI,HTI2003,2003,37.794,1839.1
HTI,HTI2004,2004,30.449,1838.2
HTI,HTI2005,2005,29.709,2134.9
HTI,HTI2006,2006,32.163,2414.5
HTI,HTI2007,2007,24.436,2326.8
HTI,HTI2008,2008,33.921,3557.6
HTI,HTI2009,2009,19.411,2251.3
HTI,HTI2010,2010,24.902,2951.4
HTI,HTI2011,2011,22.293,2900.1
HTI,HTI2012,2012,24.057,3298.0
HTI,HTI2013,2013,25.111,3742.5
HTI,HTI2014,2014,21.354,3232.4
HTI,HTI2015,2015,23.889,3543.0
HTI,HTI2016,2016,24.386,3413.1
HTI,HTI2017,2017,22.516,3385.5
HTI,HTI2018,2018,24.113,3967.6
HTI,HTI2019,2019,26.53,3923.0
HTI,HTI2020,2020,22.321,3238.3
HTI,HTI2021,2021,28.863,6066.1
HTI,HTI2022,2022,28.906,5730.9
HTI,HTI2023,2023,25.919,5581.1
HTI,HTI2024,2024,14.912,3585.7
HTI,HTI2025,2025,14.419,3512.3
HND,HND2000,2000,65.758,4671.4
HND,HND2001,2001,63.417,4853.3
HND,HND2002,2002,64.248,5048.6
HND,HND2003,2003,67.757,5576.4
HND,HND2004,2004,60.906,5401.1
HND,HND2005,2005,55.606,5424.9
HND,HND2006,2006,39.202,4279.7
HND,HND2007,2007,24.022,2969.4
HND,HND2008,2008,22.323,3100.0
HND,HND2009,2009,23.678,3453.9
HND,HND2010,2010,21.697,3436.6
HND,HND2011,2011,24.647,4365.2
HND,HND2012,2012,27.086,5017.1
HND,HND2013,2013,37.317,6901.4
HND,HND2014,2014,35.227,6958.4
HND,HND2015,2015,38.319,8038.6
HND,HND2016,2016,39.423,8559.5
HND,HND2017,2017,41.285,9552.5
HND,HND2018,2018,42.408,10206.3
HND,HND2019,2019,42.927,10770.8
HND,HND2020,2020,52.399,12484.6
HND,HND2021,2021,50.2,14302.0
HND,HND2022,2022,49.154,15589.7
HND,HND2023,2023,44.496,15522.9
HND,HND2024,2024,44.566,16647.6
HND,HND2025,2025,44.469,17620.4
IND,IND2000,2000,74.941,351020.6
IND,IND2001,2001,80.11,388886.0
IND,IND2002,2002,84.304,434113.3
IND,IND2003,2003,85.883,521911.8
IND,IND2004,2004,84.89,601999.1
IND,IND2005,2005,82.378,675816.8
IND,IND2006,2006,77.941,732848.0
IND,IND2007,2007,75.455,918088.1
IND,IND2008,2008,74.368,891594.2
IND,IND2009,2009,72.77,976492.6
IND,IND2010,2010,67.702,1134424.9
IND,IND2011,2011,68.648,1251488.7
IND,IND2012,2012,67.985,1242519.0
IND,IND2013,2013,67.713,1257241.5
IND,IND2014,2014,67.102,1368295.0
IND,IND2015,2015,69.049,1452506.5
IND,IND2016,2016,68.943,1582101.9
IND,IND2017,2017,69.669,1847255.4
IND,IND2018,2018,70.392,1902646.5
IND,IND2019,2019,75.04,2127838.7
IND,IND2020,2020,88.427,2365291.4
IND,IND2021,2021,83.487,2644259.5
IND,IND2022,2022,81.683,2739215.7
IND,IND2023,2023,82.748,2955823.1
IND,IND2024,2024,82.483,3247364.8
IND,IND2025,2025,81.829,3551239.5
IDN,IDN2000,2000,87.437,156933.7
IDN,IDN2001,2001,73.702,128615.1
IDN,IDN2002,2002,62.339,132661.8
IDN,IDN2003,2003,55.643,142082.2
IDN,IDN2004,2004,51.328,143381.7
IDN,IDN2005,2005,42.612,132489.2
IDN,IDN2006,2006,35.848,142143.8
IDN,IDN2007,2007,38.121,179203.8
IDN,IDN2008,2008,30.252,168894.2
IDN,IDN2009,2009,26.483,153224.5
IDN,IDN2010,2010,26.363,199065.4
IDN,IDN2011,2011,23.106,206329.4
IDN,IDN2012,2012,22.955,210697.1
IDN,IDN2013,2013,24.884,227072.5
IDN,IDN2014,2014,24.682,219871.0
IDN,IDN2015,2015,27.013,232542.5
IDN,IDN2016,2016,27.955,260506.2
IDN,IDN2017,2017,29.396,298551.4
IDN,IDN2018,2018,30.423,317090.4
IDN,IDN2019,2019,30.563,342030.5
IDN,IDN2020,2020,39.747,420942.6
IDN,IDN2021,2021,41.14,488130.2
IDN,IDN2022,2022,40.141,529490.3
IDN,IDN2023,2023,39.894,547015.0
IDN,IDN2024,2024,39.313,580138.0
IDN,IDN2025,2025,39.341,634926.0
IRN,IRN2000,2000,22.152,81279.5
IRN,IRN2001,2001,25.607,84753.5
IRN,IRN2002,2002,28.531,37855.5
IRN,IRN2003,2003,26.788,42436.5
IRN,IRN2004,2004,25.714,48589.4
IRN,IRN2005,2005,22.177,50658.5
IRN,IRN2006,2006,18.236,49667.8
IRN,IRN2007,2007,16.062,57972.3
IRN,IRN2008,2008,12.374,52676.0
IRN,IRN2009,2009,13.278,58477.4
IRN,IRN2010,2010,14.757,76426.4
IRN,IRN2011,2011,12.259,76671.5
IRN,IRN2012,2012,13.562,57215.6
IRN,IRN2013,2013,11.758,50362.0
IRN,IRN2014,2014,12.587,58002.0
IRN,IRN2015,2015,37.023,151160.5
IRN,IRN2016,2016,47.904,219420.4
IRN,IRN2017,2017,45.044,219287.3
IRN,IRN2018,2018,42.944,143335.9
IRN,IRN2019,2019,46.555,112503.9
IRN,IRN2020,2020,48.274,94389.2
IRN,IRN2021,2021,42.404,122672.2
IRN,IRN2022,2022,35.753,124222.4
IRN,IRN2023,2023,28.326,114302.8
IRN,IRN2024,2024,25.543,118565.8
IRN,IRN2025,2025,25.679,124863.4
IRQ,IRQ2000,2000,..,..
IRQ,IRQ2001,2001,..,..
IRQ,IRQ2002,2002,..,..
IRQ,IRQ2003,2003,..,..
IRQ,IRQ2004,2004,344.317,126164.6
IRQ,IRQ2005,2005,227.344,113819.8
IRQ,IRQ2006,2006,143.165,93263.4
IRQ,IRQ2007,2007,117.085,104010.1
IRQ,IRQ2008,2008,74.168,97615.5
IRQ,IRQ2009,2009,87.375,97562.9
IRQ,IRQ2010,2010,53.533,74152.3
IRQ,IRQ2011,2011,40.719,75635.5
IRQ,IRQ2012,2012,34.782,75835.9
IRQ,IRQ2013,2013,31.987,75053.7
IRQ,IRQ2014,2014,32.863,77113.4
IRQ,IRQ2015,2015,56.934,101134.1
IRQ,IRQ2016,2016,66.97,112380.3
IRQ,IRQ2017,2017,59.048,113574.7
IRQ,IRQ2018,2018,47.734,108445.0
IRQ,IRQ2019,2019,44.13,102627.8
IRQ,IRQ2020,2020,77.043,139757.5
IRQ,IRQ2021,2021,58.865,121480.9
IRQ,IRQ2022,2022,43.344,113287.8
IRQ,IRQ2023,2023,44.153,112332.3
IRQ,IRQ2024,2024,48.197,128152.9
IRQ,IRQ2025,2025,54.626,152303.3
JAM,JAM2000,2000,91.809,8322.5
JAM,JAM2001,2001,108.005,9931.1
JAM,JAM2002,2002,118.408,11508.1
JAM,JAM2003,2003,123.201,11617.9
JAM,JAM2004,2004,119.935,12203.4
JAM,JAM2005,2005,124.663,14003.4
JAM,JAM2006,2006,117.119,13991.0
JAM,JAM2007,2007,114.476,14745.7
JAM,JAM2008,2008,127.022,17456.6
JAM,JAM2009,2009,141.929,17183.3
JAM,JAM2010,2010,141.4,18654.9
JAM,JAM2011,2011,139.465,20101.1
JAM,JAM2012,2012,143.895,21246.1
JAM,JAM2013,2013,138.736,19718.5
JAM,JAM2014,2014,137.892,19118.7
JAM,JAM2015,2015,121.878,17250.6
JAM,JAM2016,2016,113.695,16040.1
JAM,JAM2017,2017,101.225,14935.7
JAM,JAM2018,2018,94.386,14769.5
JAM,JAM2019,2019,94.26,14900.6
JAM,JAM2020,2020,109.685,15229.8
JAM,JAM2021,2021,94.204,13823.5
JAM,JAM2022,2022,77.09,13107.6
JAM,JAM2023,2023,71.751,13549.5
JAM,JAM2024,2024,67.483,13562.7
JAM,JAM2025,2025,64.748,13503.8
JOR,JOR2000,2000,99.259,8660.3
JOR,JOR2001,2001,94.41,8749.9
JOR,JOR2002,2002,94.884,9461.8
JOR,JOR2003,2003,88.788,9389.3
JOR,JOR2004,2004,81.525,9596.3
JOR,JOR2005,2005,72.959,9582.4
JOR,JOR2006,2006,66.304,10472.7
JOR,JOR2007,2007,64.252,11537.7
JOR,JOR2008,2008,54.24,12284.3
JOR,JOR2009,2009,57.965,14223.5
JOR,JOR2010,2010,59.437,16127.6
JOR,JOR2011,2011,62.069,18325.3
JOR,JOR2012,2012,70.521,22340.3
JOR,JOR2013,2013,75.584,26078.7
JOR,JOR2014,2014,75.013,27679.8
JOR,JOR2015,2015,78.423,30304.2
JOR,JOR2016,2016,77.432,30933.3
JOR,JOR2017,2017,75.657,31524.0
JOR,JOR2018,2018,74.302,32270.8
JOR,JOR2019,2019,78.015,34768.2
JOR,JOR2020,2020,87.95,38488.7
JOR,JOR2021,2021,89.788,41627.5
JOR,JOR2022,2022,91.764,44709.3
JOR,JOR2023,2023,91.192,46497.9
JOR,JOR2024,2024,91.424,48975.8
JOR,JOR2025,2025,90.306,51073.5
KAZ,KAZ2000,2000,..,..
KAZ,KAZ2001,2001,..,..
KAZ,KAZ2002,2002,17.592,4334.1
KAZ,KAZ2003,2003,14.962,4613.4
KAZ,KAZ2004,2004,11.392,4915.9
KAZ,KAZ2005,2005,8.099,4626.6
KAZ,KAZ2006,2006,6.667,5400.5
KAZ,KAZ2007,2007,4.092,4290.5
KAZ,KAZ2008,2008,6.766,9028.7
KAZ,KAZ2009,2009,10.227,11792.7
KAZ,KAZ2010,2010,10.683,15815.9
KAZ,KAZ2011,2011,10.161,19572.7
KAZ,KAZ2012,2012,12.125,25219.9
KAZ,KAZ2013,2013,12.603,29823.1
KAZ,KAZ2014,2014,14.496,32096.5
KAZ,KAZ2015,2015,21.882,40347.8
KAZ,KAZ2016,2016,19.677,27014.4
KAZ,KAZ2017,2017,19.869,33142.7
KAZ,KAZ2018,2018,20.259,36332.5
KAZ,KAZ2019,2019,19.944,36231.7
KAZ,KAZ2020,2020,26.357,45092.1
KAZ,KAZ2021,2021,25.1,49475.1
KAZ,KAZ2022,2022,23.524,53053.4
KAZ,KAZ2023,2023,23.019,59966.8
KAZ,KAZ2024,2024,24.222,71876.4
KAZ,KAZ2025,2025,26.458,82810.9
KEN,KEN2000,2000,43.121,7850.6
KEN,KEN2001,2001,41.276,7717.4
KEN,KEN2002,2002,42.01,7994.5
KEN,KEN2003,2003,43.792,9367.5
KEN,KEN2004,2004,40.754,9287.8
KEN,KEN2005,2005,37.411,9842.1
KEN,KEN2006,2006,37.065,10996.4
KEN,KEN2007,2007,34.195,12552.3
KEN,KEN2008,2008,34.254,14064.3
KEN,KEN2009,2009,35.961,15228.4
KEN,KEN2010,2010,36.695,16661.7
KEN,KEN2011,2011,35.687,16614.1
KEN,KEN2012,2012,37.616,21218.1
KEN,KEN2013,2013,39.756,24530.6
KEN,KEN2014,2014,41.281,28234.1
KEN,KEN2015,2015,45.832,32252.0
KEN,KEN2016,2016,50.399,37706.5
KEN,KEN2017,2017,53.866,44151.3
KEN,KEN2018,2018,56.449,52052.2
KEN,KEN2019,2019,59.085,59278.8
KEN,KEN2020,2020,67.965,68584.8
KEN,KEN2021,2021,68.232,74969.9
KEN,KEN2022,2022,68.415,77788.5
KEN,KEN2023,2023,73.262,79799.2
KEN,KEN2024,2024,72.971,75890.6
KEN,KEN2025,2025,70.316,77098.7
KIR,KIR2000,2000,12.693,9.5
KIR,KIR2001,2001,17.01,11.1
KIR,KIR2002,2002,13.265,9.9
KIR,KIR2003,2003,12.315,11.9
KIR,KIR2004,2004,13.623,14.2
KIR,KIR2005,2005,12.115,13.8
KIR,KIR2006,2006,12.871,14.4
KIR,KIR2007,2007,11.114,15.3
KIR,KIR2008,2008,13.853,20.8
KIR,KIR2009,2009,10.275,14.6
KIR,KIR2010,2010,9.43,15.7
KIR,KIR2011,2011,8.802,17.3
KIR,KIR2012,2012,8.135,16.8
KIR,KIR2013,2013,8.86,17.9
KIR,KIR2014,2014,8.975,18.0
KIR,KIR2015,2015,18.795,36.1
KIR,KIR2016,2016,21.231,43.9
KIR,KIR2017,2017,20.159,45.0
KIR,KIR2018,2018,18.983,44.4
KIR,KIR2019,2019,18.959,41.1
KIR,KIR2020,2020,17.196,38.5
KIR,KIR2021,2021,14.095,40.9
KIR,KIR2022,2022,13.301,36.0
KIR,KIR2023,2023,11.721,32.7
KIR,KIR2024,2024,9.911,30.8
KIR,KIR2025,2025,13.663,45.4
UVK,UVK2000,2000,..,..
UVK,UVK2001,2001,..,..
UVK,UVK2002,2002,..,..
UVK,UVK2003,2003,..,..
UVK,UVK2004,2004,..,..
UVK,UVK2005,2005,..,..
UVK,UVK2006,2006,16.251,653.1
UVK,UVK2007,2007,14.26,694.2
UVK,UVK2008,2008,10.77,560.3
UVK,UVK2009,2009,6.897,346.9
UVK,UVK2010,2010,6.452,345.1
UVK,UVK2011,2011,5.569,353.1
UVK,UVK2012,2012,8.559,527.8
UVK,UVK2013,2013,9.425,634.8
UVK,UVK2014,2014,11.19,791.8
UVK,UVK2015,2015,13.424,845.2
UVK,UVK2016,2016,14.472,966.9
UVK,UVK2017,2017,16.379,1175.7
UVK,UVK2018,2018,17.137,1350.7
UVK,UVK2019,2019,17.669,1395.9
UVK,UVK2020,2020,22.487,1737.8
UVK,UVK2021,2021,21.581,2032.5
UVK,UVK2022,2022,20.129,1883.1
UVK,UVK2023,2023,17.449,1828.1
UVK,UVK2024,2024,18.403,2082.9
UVK,UVK2025,2025,19.081,2330.7
KGZ,KGZ2000,2000,123.303,1686.8
KGZ,KGZ2001,2001,108.207,1650.2
KGZ,KGZ2002,2002,107.941,1733.5
KGZ,KGZ2003,2003,108.23,2078.0
KGZ,KGZ2004,2004,92.666,2051.6
KGZ,KGZ2005,2005,85.661,2106.4
KGZ,KGZ2006,2006,73.355,2081.1
KGZ,KGZ2007,2007,57.744,2198.3
KGZ,KGZ2008,2008,49.012,2518.7
KGZ,KGZ2009,2009,58.494,2743.4
KGZ,KGZ2010,2010,59.699,2862.0
KGZ,KGZ2011,2011,50.056,3102.5
KGZ,KGZ2012,2012,50.478,3333.6
KGZ,KGZ2013,2013,47.125,3456.6
KGZ,KGZ2014,2014,53.597,4002.1
KGZ,KGZ2015,2015,67.087,4480.1
KGZ,KGZ2016,2016,59.073,4024.6
KGZ,KGZ2017,2017,58.786,4528.3
KGZ,KGZ2018,2018,54.818,4534.0
KGZ,KGZ2019,2019,48.848,4578.0
KGZ,KGZ2020,2020,63.643,5271.5
KGZ,KGZ2021,2021,56.201,5202.0
KGZ,KGZ2022,2022,49.219,5744.8
KGZ,KGZ2023,2023,49.49,6322.3
KGZ,KGZ2024,2024,47.216,6420.9
KGZ,KGZ2025,2025,45.609,6689.0
LAO,LAO2000,2000,..,..
LAO,LAO2001,2001,94.725,1664.3
LAO,LAO2002,2002,95.308,1757.5
LAO,LAO2003,2003,90.148,2037.3
LAO,LAO2004,2004,80.653,2138.1
LAO,LAO2005,2005,73.203,2253.9
LAO,LAO2006,2006,60.007,2360.7
LAO,LAO2007,2007,55.93,2660.6
LAO,LAO2008,2008,51.723,3075.4
LAO,LAO2009,2009,51.823,3332.7
LAO,LAO2010,2010,49.315,3701.6
LAO,LAO2011,2011,43.005,3855.0
LAO,LAO2012,2012,46.103,4699.7
LAO,LAO2013,2013,49.493,5925.3
LAO,LAO2014,2014,53.534,7101.8
LAO,LAO2015,2015,53.052,7649.0
LAO,LAO2016,2016,54.474,8663.5
LAO,LAO2017,2017,57.198,9755.1
LAO,LAO2018,2018,60.588,10985.2
LAO,LAO2019,2019,69.129,12975.5
LAO,LAO2020,2020,78.741,14575.7
LAO,LAO2021,2021,95.947,17781.9
LAO,LAO2022,2022,134.522,20341.1
LAO,LAO2023,2023,122.811,18663.6
LAO,LAO2024,2024,115.523,17547.9
LAO,LAO2025,2025,104.934,17021.3
LBN,LBN2000,2000,148.076,25199.6
LBN,LBN2001,2001,163.082,28312.7
LBN,LBN2002,2002,163.117,30726.3
LBN,LBN2003,2003,171.308,33381.1
LBN,LBN2004,2004,169.547,35876.1
LBN,LBN2005,2005,178.926,38463.7
LBN,LBN2006,2006,183.291,40366.2
LBN,LBN2007,2007,169.301,42032.4
LBN,LBN2008,2008,161.487,47023.4
LBN,LBN2009,2009,144.499,51152.6
LBN,LBN2010,2010,136.829,52602.5
LBN,LBN2011,2011,134.386,53656.3
LBN,LBN2012,2012,131.051,57684.7
LBN,LBN2013,2013,135.403,63476.9
LBN,LBN2014,2014,138.399,66564.4
LBN,LBN2015,2015,140.841,70320.5
LBN,LBN2016,2016,146.411,74886.3
LBN,LBN2017,2017,149.987,79535.1
LBN,LBN2018,2018,155.076,85138.3
LBN,LBN2019,2019,172.265,87648.4
LBN,LBN2020,2020,150.583,36883.8
LBN,LBN2021,2021,349.877,71640.8
LBN,LBN2022,2022,283.195,61679.9
LBN,LBN2023,2023,..,..
LBN,LBN2024,2024,..,..
LBN,LBN2025,2025,..,..
LSO,LSO2000,2000,88.48,815.8
LSO,LSO2001,2001,108.678,841.2
LSO,LSO2002,2002,79.62,681.5
LSO,LSO2003,2003,52.633,661.1
LSO,LSO2004,2004,49.433,789.9
LSO,LSO2005,2005,40.968,708.7
LSO,LSO2006,2006,43.729,752.1
LSO,LSO2007,2007,49.621,872.8
LSO,LSO2008,2008,47.027,776.9
LSO,LSO2009,2009,35.87,694.8
LSO,LSO2010,2010,33.81,796.6
LSO,LSO2011,2011,36.171,930.0
LSO,LSO2012,2012,39.846,982.2
LSO,LSO2013,2013,41.192,966.0
LSO,LSO2014,2014,41.507,1028.1
LSO,LSO2015,2015,45.812,1008.8
LSO,LSO2016,2016,41.45,914.4
LSO,LSO2017,2017,40.992,993.6
LSO,LSO2018,2018,48.191,1191.3
LSO,LSO2019,2019,58.219,1352.4
LSO,LSO2020,2020,54.69,1144.1
LSO,LSO2021,2021,58.389,1417.1
LSO,LSO2022,2022,62.88,1462.0
LSO,LSO2023,2023,63.618,1430.8
LSO,LSO2024,2024,63.206,1513.8
LSO,LSO2025,2025,62.29,1572.2
LBR,LBR2000,2000,468.08,4039.5
LBR,LBR2001,2001,465.171,4205.1
LBR,LBR2002,2002,463.616,4371.9
LBR,LBR2003,2003,600.117,4284.8
LBR,LBR2004,2004,543.399,4874.3
LBR,LBR2005,2005,488.458,4611.0
LBR,LBR2006,2006,450.955,5001.1
LBR,LBR2007,2007,366.805,4929.9
LBR,LBR2008,2008,235.281,3943.3
LBR,LBR2009,2009,132.157,2332.6
LBR,LBR2010,2010,25.397,499.3
LBR,LBR2011,2011,22.519,526.9
LBR,LBR2012,2012,20.504,548.5
LBR,LBR2013,2013,20.612,627.4
LBR,LBR2014,2014,24.332,751.9
LBR,LBR2015,2015,24.771,765.9
LBR,LBR2016,2016,28.571,930.3
LBR,LBR2017,2017,31.8,1056.1
LBR,LBR2018,2018,37.103,1211.0
LBR,LBR2019,2019,48.531,1494.8
LBR,LBR2020,2020,58.676,1782.0
LBR,LBR2021,2021,53.308,1870.6
LBR,LBR2022,2022,53.904,2142.1
LBR,LBR2023,2023,55.744,2447.2
LBR,LBR2024,2024,56.51,2686.5
LBR,LBR2025,2025,57.671,2922.8
LBY,LBY2000,2000,..,..
LBY,LBY2001,2001,..,..
LBY,LBY2002,2002,..,..
LBY,LBY2003,2003,..,..
LBY,LBY2004,2004,..,..
LBY,LBY2005,2005,..,..
LBY,LBY2006,2006,..,..
LBY,LBY2007,2007,..,..
LBY,LBY2008,2008,..,..
LBY,LBY2009,2009,..,..
LBY,LBY2010,2010,..,..
LBY,LBY2011,2011,..,..
LBY,LBY2012,2012,..,..
LBY,LBY2013,2013,..,..
LBY,LBY2014,2014,..,..
LBY,LBY2015,2015,..,..
LBY,LBY2016,2016,..,..
LBY,LBY2017,2017,..,..
LBY,LBY2018,2018,..,..
LBY,LBY2019,2019,..,..
LBY,LBY2020,2020,..,..
LBY,LBY2021,2021,..,..
LBY,LBY2022,2022,..,..
LBY,LBY2023,2023,..,..
LBY,LBY2024,2024,..,..
LBY,LBY2025,2025,..,..
MDG,MDG2000,2000,90.212,4175.9
MDG,MDG2001,2001,82.144,4467.0
MDG,MDG2002,2002,86.693,4639.8
MDG,MDG2003,2003,85.862,5471.1
MDG,MDG2004,2004,81.896,4148.0
MDG,MDG2005,2005,74.366,4357.1
MDG,MDG2006,2006,32.226,2061.2
MDG,MDG2007,2007,28.21,2404.9
MDG,MDG2008,2008,31.01,3325.8
MDG,MDG2009,2009,34.857,3352.2
MDG,MDG2010,2010,32.341,3228.6
MDG,MDG2011,2011,29.947,3459.5
MDG,MDG2012,2012,30.435,3524.1
MDG,MDG2013,2013,36.243,4502.8
MDG,MDG2014,2014,37.848,4739.7
MDG,MDG2015,2015,44.062,4989.1
MDG,MDG2016,2016,40.281,4772.9
MDG,MDG2017,2017,40.13,5287.5
MDG,MDG2018,2018,42.896,5902.5
MDG,MDG2019,2019,41.253,5818.7
MDG,MDG2020,2020,51.941,6778.8
MDG,MDG2021,2021,51.802,7539.8
MDG,MDG2022,2022,53.361,8156.2
MDG,MDG2023,2023,56.554,8909.0
MDG,MDG2024,2024,56.139,9243.3
MDG,MDG2025,2025,55.607,9963.1
MWI,MWI2000,2000,..,..
MWI,MWI2001,2001,..,..
MWI,MWI2002,2002,101.505,4996.1
MWI,MWI2003,2003,84.741,3831.1
MWI,MWI2004,2004,74.661,3654.7
MWI,MWI2005,2005,70.933,3651.6
MWI,MWI2006,2006,17.91,1008.3
MWI,MWI2007,2007,18.948,1182.4
MWI,MWI2008,2008,23.524,1762.4
MWI,MWI2009,2009,23.487,2048.8
MWI,MWI2010,2010,19.312,1891.8
MWI,MWI2011,2011,19.983,2246.3
MWI,MWI2012,2012,28.606,2408.9
MWI,MWI2013,2013,35.347,2703.3
MWI,MWI2014,2014,33.515,2857.5
MWI,MWI2015,2015,35.455,3195.9
MWI,MWI2016,2016,37.08,2867.4
MWI,MWI2017,2017,40.256,3600.1
MWI,MWI2018,2018,43.908,4339.0
MWI,MWI2019,2019,45.302,4997.3
MWI,MWI2020,2020,54.79,6491.0
MWI,MWI2021,2021,61.549,7678.9
MWI,MWI2022,2022,75.753,9485.8
MWI,MWI2023,2023,81.257,10666.6
MWI,MWI2024,2024,74.943,8424.3
MWI,MWI2025,2025,74.601,8454.5
MYS,MYS2000,2000,32.518,33216.8
MYS,MYS2001,2001,38.065,38466.2
MYS,MYS2002,2002,39.532,43419.2
MYS,MYS2003,2003,41.393,49681.9
MYS,MYS2004,2004,41.96,57010.6
MYS,MYS2005,2005,40.778,61307.7
MYS,MYS2006,2006,39.662,67588.0
MYS,MYS2007,2007,39.348,79771.0
MYS,MYS2008,2008,39.361,95232.4
MYS,MYS2009,2009,50.408,106787.8
MYS,MYS2010,2010,51.212,132454.7
MYS,MYS2011,2011,51.898,156827.5
MYS,MYS2012,2012,53.788,171534.8
MYS,MYS2013,2013,55.656,182478.8
MYS,MYS2014,2014,55.373,189856.3
MYS,MYS2015,2015,56.971,171685.0
MYS,MYS2016,2016,55.787,168061.7
MYS,MYS2017,2017,54.396,173582.5
MYS,MYS2018,2018,55.646,199648.4
MYS,MYS2019,2019,57.083,208454.6
MYS,MYS2020,2020,67.693,228434.1
MYS,MYS2021,2021,69.153,258516.0
MYS,MYS2022,2022,65.593,266981.2
MYS,MYS2023,2023,67.31,279719.5
MYS,MYS2024,2024,66.429,295953.8
MYS,MYS2025,2025,66.333,316958.3
MDV,MDV2000,2000,39.017,312.5
MDV,MDV2001,2001,41.845,321.0
MDV,MDV2002,2002,44.279,366.6
MDV,MDV2003,2003,37.606,395.6
MDV,MDV2004,2004,34.674,425.4
MDV,MDV2005,2005,43.196,502.4
MDV,MDV2006,2006,36.78,579.3
MDV,MDV2007,2007,35.824,669.2
MDV,MDV2008,2008,38.958,885.1
MDV,MDV2009,2009,48.387,1134.7
MDV,MDV2010,2010,52.748,1365.1
MDV,MDV2011,2011,51.863,1363.5
MDV,MDV2012,2012,57.123,1648.0
MDV,MDV2013,2013,55.949,1838.5
MDV,MDV2014,2014,55.065,2031.9
MDV,MDV2015,2015,54.921,2250.7
MDV,MDV2016,2016,62.272,2719.4
MDV,MDV2017,2017,64.563,3064.8
MDV,MDV2018,2018,72.009,3812.2
MDV,MDV2019,2019,78.788,4411.3
MDV,MDV2020,2020,154.245,5767.2
MDV,MDV2021,2021,119.919,6466.0
MDV,MDV2022,2022,110.361,6884.3
MDV,MDV2023,2023,118.671,7933.2
MDV,MDV2024,2024,121.135,8720.5
MDV,MDV2025,2025,118.81,9382.4
MLI,MLI2000,2000,90.522,2682.2
MLI,MLI2001,2001,77.498,2687.6
MLI,MLI2002,2002,42.643,1665.2
MLI,MLI2003,2003,44.15,2080.8
MLI,MLI2004,2004,42.434,2313.5
MLI,MLI2005,2005,46.626,2914.6
MLI,MLI2006,2006,18.066,1247.6
MLI,MLI2007,2007,18.535,1511.9
MLI,MLI2008,2008,20.098,1983.9
MLI,MLI2009,2009,21.855,2239.9
MLI,MLI2010,2010,25.289,2705.4
MLI,MLI2011,2011,23.965,3113.8
MLI,MLI2012,2012,25.39,3161.1
MLI,MLI2013,2013,26.382,3493.8
MLI,MLI2014,2014,26.907,3866.3
MLI,MLI2015,2015,30.661,4018.4
MLI,MLI2016,2016,36.018,5050.4
MLI,MLI2017,2017,35.985,5527.3
MLI,MLI2018,2018,37.524,6408.7
MLI,MLI2019,2019,40.725,7037.7
MLI,MLI2020,2020,46.925,8279.0
MLI,MLI2021,2021,50.346,9961.5
MLI,MLI2022,2022,52.885,9902.2
MLI,MLI2023,2023,52.978,10958.0
MLI,MLI2024,2024,55.126,11941.4
MLI,MLI2025,2025,55.739,12811.1
MHL,MHL2000,2000,27.339,31.4
MHL,MHL2001,2001,32.763,40.0
MHL,MHL2002,2002,37.187,49.1
MHL,MHL2003,2003,43.711,57.3
MHL,MHL2004,2004,46.791,62.2
MHL,MHL2005,2005,45.848,63.3
MHL,MHL2006,2006,44.481,63.6
MHL,MHL2007,2007,42.396,63.6
MHL,MHL2008,2008,44.255,64.6
MHL,MHL2009,2009,41.364,62.5
MHL,MHL2010,2010,39.009,62.4
MHL,MHL2011,2011,35.972,61.9
MHL,MHL2012,2012,37.64,67.8
MHL,MHL2013,2013,33.452,62.2
MHL,MHL2014,2014,35.053,64.8
MHL,MHL2015,2015,33.957,62.1
MHL,MHL2016,2016,29.349,59.0
MHL,MHL2017,2017,26.628,56.7
MHL,MHL2018,2018,24.754,54.2
MHL,MHL2019,2019,25.224,58.5
MHL,MHL2020,2020,21.762,52.4
MHL,MHL2021,2021,20.142,52.0
MHL,MHL2022,2022,19.397,50.2
MHL,MHL2023,2023,17.655,50.1
MHL,MHL2024,2024,17.282,52.7
MHL,MHL2025,2025,17.811,56.6
MRT,MRT2000,2000,55.527,988.4
MRT,MRT2001,2001,63.465,1108.1
MRT,MRT2002,2002,59.452,1056.5
MRT,MRT2003,2003,22.936,470.4
MRT,MRT2004,2004,22.015,520.0
MRT,MRT2005,2005,71.059,2086.3
MRT,MRT2006,2006,38.003,1523.5
